Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited
France,Male,38,124976.19,1,1,0,0
France,Female,34,0.0,2,1,0,0
Germany,Male,35,104356.38,1,1,0,0
Spain,Female,48,150315.92,1,0,1,0
France,Male,39,129299.28,2,1,0,0
Germany,Male,37,140950.92,2,1,0,0
Spain,Male,30,128065.12,1,1,0,0
France,Male,23,107433.48,1,1,0,0
France,Male,34,117468.67,1,1,0,0
France,Female,27,0.0,2,0,0,0
France,Female,27,0.0,3 or more,1,0,0
France,Male,42,0.0,1,0,0,0
France,Male,40,0.0,2,1,0,0
France,Female,29,153040.03,1,1,1,1
Germany,Male,45,142084.04,3 or more,1,0,1
France,Female,30,0.0,2,1,0,0
France,Male,32,112079.58,1,0,0,0
Spain,Male,66,132044.6,2,1,1,0
Spain,Female,46,66582.81,1,1,0,1
France,Female,33,0.0,2,1,1,0
France,Female,39,0.0,1,1,1,0
France,Male,33,0.0,2,1,1,0
France,Female,38,102895.1,1,0,0,0
Spain,Male,42,0.0,1,1,1,0
Germany,Male,27,117578.35,2,0,1,0
France,Male,47,198546.1,2,1,0,1
Spain,Female,39,0.0,2,0,0,0
France,Female,31,0.0,1,1,0,0
Germany,Male,28,116623.31,1,0,1,0
Spain,Male,49,0.0,2,1,0,0
France,Male,36,0.0,2,0,1,0
Spain,Male,54,0.0,1,1,1,0
France,Female,44,105770.7,3 or more,1,0,1
France,Female,48,0.0,1,1,0,1
France,Female,39,94435.45,2,0,1,0
Germany,Female,39,112889.91,1,0,1,0
France,Female,53,0.0,2,1,0,1
Germany,Female,43,127940.47,1,0,0,1
Germany,Female,36,129745.1,1,1,1,0
France,Male,32,0.0,2,1,1,0
France,Female,30,0.0,2,0,1,0
Germany,Female,46,141535.52,1,1,0,1
France,Female,47,139914.27,1,1,1,0
France,Male,41,120243.49,1,1,0,1
France,Male,34,91835.16,1,0,0,0
Spain,Male,37,0.0,2,0,0,0
Spain,Female,22,67178.19,1,1,1,1
Spain,Female,31,0.0,2,0,0,0
Spain,Male,38,115378.94,1,0,1,0
Germany,Male,30,127786.28,2,1,1,0
France,Female,41,0.0,2,1,1,1
France,Female,33,64900.32,2,1,0,0
Germany,Male,53,109172.88,1,1,0,1
France,Female,55,0.0,2,1,1,0
Germany,Male,43,114091.38,1,0,1,0
France,Female,40,0.0,2,0,1,0
France,Male,32,0.0,2,1,0,0
France,Female,45,145933.27,1,1,1,0
Germany,Female,35,131504.73,1,1,0,0
Germany,Female,44,107926.02,1,0,1,1
Germany,Female,57,112281.6,3 or more,1,0,1
France,Male,41,0.0,2,0,1,0
Spain,Male,29,0.0,1,1,1,1
Spain,Female,31,0.0,1,1,0,0
France,Male,33,124781.67,1,0,1,0
France,Female,39,132865.56,1,1,1,1
Germany,Female,38,129055.13,1,1,0,0
Germany,Male,76,96166.88,1,1,1,0
France,Female,40,165298.12,1,0,1,0
Spain,Female,33,0.0,2,1,0,0
France,Male,48,120682.53,1,1,0,1
Spain,Male,32,102773.15,2,0,1,0
Germany,Male,42,144386.32,1,1,1,1
Germany,Female,40,104449.8,1,1,1,0
Spain,Male,35,137102.65,1,0,0,0
France,Female,30,142475.87,1,1,1,0
France,Female,43,0.0,1,1,0,0
Spain,Male,37,103195.2,2,1,0,0
France,Male,28,112070.44,1,0,1,0
France,Female,29,0.0,2,0,1,0
France,Male,35,96473.59,1,0,0,0
Spain,Male,37,0.0,2,1,0,0
Germany,Male,49,108437.89,1,0,0,1
France,Male,37,153195.59,1,1,1,0
France,Male,45,96877.21,1,1,1,0
France,Male,44,0.0,2,0,1,0
France,Female,38,0.0,1,0,0,1
France,Female,40,95452.89,1,0,1,0
Spain,Male,41,63873.56,1,1,0,0
France,Female,24,148298.59,2,0,0,0
Spain,Female,31,0.0,2,1,0,0
Germany,Female,37,143258.85,2,1,0,0
Germany,Male,37,121342.24,1,1,1,0
Germany,Female,28,99152.73,2,1,0,0
France,Female,41,0.0,2,1,0,0
Spain,Male,33,68423.89,1,1,1,0
Spain,Female,35,0.0,1,1,0,1
Germany,Female,25,79656.81,1,1,0,0
France,Male,35,0.0,2,1,1,0
France,Female,53,110240.04,1,0,0,1
France,Female,32,125321.84,2,1,1,0
France,Male,27,0.0,1,1,0,0
France,Female,32,84378.9,1,1,1,0
France,Male,45,0.0,2,0,0,0
Germany,Male,35,136281.41,2,1,1,0
France,Male,59,119380.37,1,1,1,0
Germany,Male,62,108716.59,2,1,1,0
France,Female,20,0.0,2,0,1,0
Spain,Male,28,0.0,2,1,0,0
France,Female,31,106596.29,1,0,0,0
France,Female,37,99546.25,3 or more,0,1,1
France,Female,30,0.0,1,1,0,1
France,Female,41,0.0,1,1,0,0
Spain,Male,19,112615.86,1,1,1,0
Spain,Female,22,0.0,1,1,1,0
France,Female,24,0.0,2,0,1,0
France,Female,31,0.0,2,1,0,0
France,Male,28,75381.15,1,1,1,0
Spain,Female,24,0.0,2,1,1,0
Spain,Male,33,0.0,2,1,0,0
Spain,Male,38,0.0,2,1,0,0
Germany,Female,45,123086.39,1,1,1,1
France,Female,26,0.0,2,1,0,0
Spain,Male,37,0.0,1,1,0,0
Spain,Male,48,109472.47,1,1,0,1
Spain,Male,59,155766.05,1,1,1,0
Germany,Male,38,101985.81,2,0,0,0
France,Female,34,96019.5,1,0,0,0
France,Male,30,0.0,2,0,1,0
Spain,Female,35,0.0,2,0,1,0
France,Female,35,147900.43,1,1,0,0
France,Male,52,100755.66,1,1,1,0
Spain,Female,35,0.0,1,1,0,1
France,Female,33,83036.05,1,0,1,1
Spain,Male,27,125427.37,2,0,0,0
France,Female,46,98202.76,1,0,0,0
Spain,Male,41,72509.91,1,1,0,0
Germany,Male,44,140393.65,2,0,1,0
Spain,Female,50,142644.64,2,1,1,1
France,Female,44,23503.31,1,0,1,1
Spain,Male,33,145729.71,1,1,0,0
Germany,Female,40,122295.17,2,1,1,0
France,Male,39,0.0,2,1,0,0
Spain,Female,36,119799.27,2,1,0,0
Spain,Male,37,163708.58,2,0,0,0
France,Male,34,61687.33,2,1,0,0
France,Female,27,79144.34,1,0,1,0
Spain,Male,32,0.0,2,1,1,0
Germany,Female,27,104848.68,1,1,1,0
Spain,Male,26,0.0,2,0,1,0
Spain,Male,46,0.0,1,1,1,0
France,Male,45,0.0,1,1,0,0
France,Female,29,146652.01,1,1,1,0
France,Male,31,0.0,2,1,0,0
France,Male,46,0.0,2,1,1,0
Germany,Female,37,130622.34,2,1,1,0
Germany,Male,69,187013.13,2,0,1,0
Spain,Male,40,0.0,2,1,1,0
France,Female,36,0.0,1,0,0,0
Spain,Male,41,0.0,2,1,0,0
France,Male,44,98862.54,1,1,0,0
Spain,Female,45,0.0,2,1,0,0
Germany,Male,52,98443.14,2,0,0,0
Spain,Male,42,0.0,2,0,0,0
France,Female,47,0.0,1,1,1,1
Germany,Female,23,123575.51,1,0,1,0
France,Male,25,0.0,2,1,1,0
France,Male,31,105239.1,1,1,1,0
Germany,Male,56,110993.79,1,1,0,1
Spain,Male,44,0.0,2,1,1,0
Spain,Male,39,157691.98,2,1,0,1
Germany,Male,47,105245.21,1,0,0,1
Spain,Male,32,0.0,2,1,1,0
France,Male,31,117687.35,1,1,1,0
France,Male,23,0.0,2,1,0,0
Germany,Female,37,123067.63,1,1,1,1
France,Male,45,0.0,1,0,0,0
France,Female,34,0.0,2,0,0,0
France,Female,41,101457.14,1,1,1,0
Spain,Male,52,100549.43,2,1,1,0
Spain,Male,35,174588.8,2,0,1,0
Spain,Male,52,121161.57,1,1,0,0
France,Male,45,0.0,2,1,1,0
Germany,Female,36,90063.74,2,1,1,0
France,Female,45,0.0,2,1,1,0
France,Male,42,134936.97,2,0,0,0
France,Female,24,110495.27,1,1,0,0
Germany,Female,37,133200.09,1,0,0,0
France,Female,41,82596.8,1,0,1,0
Germany,Male,31,103837.75,1,1,1,0
Spain,Female,42,0.0,1,0,0,1
France,Male,52,93590.47,1,0,1,1
Germany,Male,40,104149.66,1,1,0,0
Germany,Male,38,114141.64,1,1,1,1
Germany,Female,31,117153.0,1,1,1,0
Germany,Male,45,156353.46,1,1,0,1
Spain,Male,37,175534.78,2,1,1,0
France,Female,27,135637.0,1,1,0,1
France,Female,30,0.0,2,1,0,0
France,Male,27,0.0,2,1,1,0
France,Male,26,0.0,2,0,1,0
Germany,Female,33,83415.04,1,0,1,0
Germany,Male,43,141859.12,2,1,1,0
Germany,Male,38,132767.66,2,1,1,0
France,Female,31,110635.32,1,1,0,0
Spain,Male,37,177657.35,1,1,1,0
Germany,Male,41,157777.58,1,1,0,0
Germany,Male,47,107915.94,2,1,1,1
Germany,Female,57,86568.75,1,0,1,0
Germany,Male,52,137755.76,1,1,0,1
France,Male,30,137262.71,2,1,0,0
Spain,Male,32,0.0,1,1,1,1
Spain,Female,36,0.0,2,1,1,0
France,Male,28,0.0,2,0,1,0
Germany,Male,50,116309.01,1,1,0,1
France,Female,34,131244.65,2,1,0,0
Germany,Male,28,125155.83,2,1,1,0
Germany,Male,35,140691.08,2,1,0,0
France,Male,41,58820.32,2,1,1,0
Germany,Female,26,105099.45,1,1,1,1
France,Male,31,0.0,2,0,1,0
France,Male,23,168372.52,1,1,0,0
Germany,Male,34,94682.56,2,1,0,0
Spain,Male,36,0.0,2,0,1,0
France,Female,44,0.0,2,1,0,1
France,Male,40,0.0,2,0,1,0
France,Male,73,146329.73,1,0,1,0
Spain,Male,37,0.0,2,1,0,0
France,Female,49,167962.7,1,0,0,0
France,Male,33,0.0,2,1,1,0
France,Male,40,0.0,1,1,1,0
France,Male,48,0.0,2,1,0,0
France,Male,44,116967.68,1,1,0,1
Spain,Female,33,0.0,2,1,1,0
Spain,Male,32,0.0,1,0,1,0
Germany,Female,34,93244.42,1,0,1,0
France,Female,29,0.0,2,0,1,0
France,Female,33,0.0,2,1,0,0
France,Male,35,0.0,2,0,1,0
Germany,Male,43,80442.06,2,0,1,0
Germany,Female,35,150561.03,2,0,0,0
France,Male,60,0.0,3 or more,1,1,1
France,Female,34,125474.44,1,1,0,0
Germany,Female,33,127076.68,2,1,0,0
Spain,Female,25,0.0,2,1,1,0
Spain,Male,37,128650.11,2,1,1,0
Spain,Female,33,145580.61,1,1,1,0
France,Female,51,0.0,1,1,0,1
France,Male,47,144900.58,1,1,0,1
France,Female,37,0.0,2,1,0,0
France,Female,31,97588.6,1,0,0,0
France,Male,24,0.0,2,1,1,0
France,Female,38,0.0,2,1,0,0
Germany,Female,24,122200.31,2,1,0,0
Spain,Female,46,151709.33,1,1,0,0
Spain,Female,22,0.0,2,1,0,0
Spain,Female,33,122134.4,2,0,1,0
Germany,Male,31,137260.45,2,1,0,0
France,Female,30,88594.14,1,1,0,0
Spain,Male,34,0.0,2,1,1,0
Germany,Male,41,127205.32,3 or more,1,0,1
Spain,Female,31,96997.09,2,0,0,0
France,Female,64,0.0,1,1,1,0
France,Male,31,142200.19,2,1,1,0
Germany,Female,39,160761.41,1,1,1,0
France,Male,26,0.0,2,1,0,0
Spain,Male,33,0.0,2,0,0,0
France,Male,29,0.0,2,1,0,0
France,Male,31,116234.61,1,1,0,0
Germany,Female,26,155143.52,1,0,1,1
France,Female,21,0.0,2,1,0,0
France,Male,38,0.0,2,0,0,0
France,Male,34,84009.47,1,1,1,0
Germany,Female,28,139246.22,2,1,0,0
Germany,Male,58,170113.0,2,0,1,0
Spain,Female,41,0.0,3 or more,1,1,1
France,Male,64,145578.28,1,0,1,0
Spain,Male,75,126273.95,1,0,1,0
France,Female,26,162482.76,1,1,1,0
France,Male,29,0.0,1,1,0,0
France,Female,32,87814.89,1,1,0,0
Spain,Male,61,113858.95,1,1,1,0
Germany,Male,43,87612.64,3 or more,1,1,1
France,Female,73,0.0,1,1,1,0
Germany,Male,26,106648.98,1,0,1,0
Spain,Male,31,0.0,2,1,1,0
Germany,Female,38,103653.51,2,1,1,0
Germany,Male,37,116880.53,1,0,0,1
Germany,Female,40,97990.49,2,0,0,0
Germany,Female,34,150635.3,1,1,1,0
Spain,Male,37,0.0,2,1,1,0
France,Male,39,129674.89,2,1,0,0
France,Female,37,0.0,2,1,0,0
France,Male,53,83568.26,1,0,0,0
Spain,Male,48,178144.91,2,0,0,1
Germany,Male,36,147137.74,1,1,1,0
France,Male,37,0.0,1,0,1,1
France,Male,36,114370.41,1,0,1,0
Germany,Female,47,108289.28,2,1,1,1
Germany,Male,39,149887.49,2,1,0,0
Spain,Female,43,170172.9,1,0,1,0
France,Male,27,0.0,2,1,1,0
France,Male,43,0.0,2,1,0,0
Germany,Female,28,64808.32,2,0,0,0
France,Female,56,62732.65,1,0,1,0
France,Female,41,0.0,2,1,1,0
France,Male,29,95167.55,1,1,1,0
Germany,Female,54,152508.99,1,1,0,1
Germany,Male,31,134644.19,1,1,1,0
Spain,Female,33,0.0,2,0,0,0
Germany,Female,31,51293.47,1,0,0,0
France,Male,41,0.0,3 or more,0,0,0
Spain,Male,49,116622.73,1,0,1,0
Spain,Female,49,0.0,2,1,0,0
France,Male,33,198113.86,1,1,0,0
France,Female,29,85646.81,1,0,0,1
Spain,Male,51,0.0,1,0,1,0
France,Male,33,141234.98,1,1,0,0
France,Male,34,0.0,2,1,1,0
France,Female,40,77641.99,1,0,0,1
Spain,Male,30,0.0,2,1,0,0
Germany,Female,40,117304.29,1,0,0,0
Spain,Female,62,0.0,2,1,1,0
Germany,Male,36,92340.69,2,1,1,0
Germany,Male,35,146780.52,2,1,1,0
Spain,Male,41,144974.55,1,1,1,0
France,Male,47,0.0,1,1,0,0
France,Male,31,0.0,2,1,1,0
Spain,Male,43,0.0,2,1,0,0
Spain,Male,37,115137.26,1,1,0,0
France,Male,33,101952.97,2,1,0,0
France,Female,45,164649.52,3 or more,1,0,1
France,Male,31,0.0,2,1,1,0
France,Male,32,91956.49,1,1,1,0
France,Male,39,0.0,2,1,1,0
Germany,Male,32,123938.6,2,1,0,0
Germany,Male,46,123571.77,3 or more,0,1,1
France,Female,34,120777.88,1,1,1,0
Germany,Male,42,90248.79,1,1,1,0
France,Male,36,0.0,1,1,0,0
France,Male,71,0.0,2,0,1,0
Germany,Male,48,106396.48,1,1,1,1
Germany,Female,47,104887.43,1,0,0,1
France,Male,34,72079.71,1,1,1,0
France,Male,37,0.0,2,1,0,0
Spain,Male,36,0.0,2,1,1,0
France,Male,38,99844.68,1,0,0,0
France,Female,28,0.0,2,1,1,0
France,Male,26,156815.71,1,1,1,0
France,Male,47,146034.74,1,1,1,0
France,Male,27,152283.39,1,1,0,0
Germany,Female,33,118897.1,2,1,1,0
Germany,Male,52,96781.39,1,1,1,0
Germany,Male,33,102772.67,2,1,0,0
Spain,Female,20,0.0,2,1,0,0
Spain,Male,39,0.0,2,0,0,0
France,Male,40,150578.0,1,0,1,1
France,Female,46,0.0,2,0,0,0
France,Male,47,0.0,2,1,0,0
France,Female,48,0.0,2,0,0,0
France,Male,42,163548.07,1,1,0,0
France,Female,37,148580.12,1,1,0,0
Germany,Male,32,96709.07,2,0,0,0
Germany,Female,34,106011.59,1,1,1,1
Germany,Male,37,135650.88,1,1,0,0
Germany,Male,55,111362.76,3 or more,1,0,1
France,Male,37,39344.83,1,1,1,1
Germany,Male,36,130809.77,1,1,0,0
France,Female,27,133009.51,1,1,0,0
Germany,Female,28,135337.49,2,1,1,0
France,Female,32,112536.57,2,1,1,0
Spain,Female,35,122570.69,1,0,0,0
France,Male,44,63562.02,2,0,1,1
France,Male,37,0.0,2,1,1,0
Germany,Male,44,100368.63,2,0,0,0
France,Male,37,0.0,2,1,0,0
Spain,Female,33,136082.0,1,1,0,0
Germany,Male,48,114169.16,1,0,0,1
France,Female,45,47884.92,1,1,1,0
Spain,Female,36,0.0,2,1,1,0
Spain,Male,24,0.0,1,0,0,0
France,Male,49,202904.64,1,1,1,1
France,Female,46,0.0,1,1,1,1
Spain,Male,43,161807.18,2,0,1,1
Germany,Male,52,110791.97,1,1,0,1
Spain,Female,33,0.0,2,1,1,0
Germany,Female,54,108755.0,1,1,0,1
Spain,Female,34,0.0,2,1,0,0
France,Female,72,0.0,2,1,1,0
Spain,Female,55,117294.12,3 or more,1,0,1
Germany,Male,26,102251.14,1,1,1,0
France,Male,31,0.0,2,0,0,0
France,Male,22,0.0,2,1,1,0
France,Male,37,132057.92,2,1,0,0
France,Male,33,0.0,1,1,0,1
Germany,Female,35,114285.2,1,0,1,0
France,Female,41,0.0,2,1,0,0
Spain,Male,32,76087.98,1,0,1,0
France,Male,40,160272.27,1,1,0,0
Spain,Male,63,114552.6,1,1,0,1
France,Female,27,102000.17,1,1,1,0
Spain,Male,24,0.0,2,0,0,0
France,Female,33,137853.0,1,0,1,0
France,Male,27,0.0,2,1,0,0
Germany,Male,42,162318.61,1,1,0,0
Spain,Female,50,140292.58,3 or more,0,0,1
France,Male,34,0.0,2,0,1,0
France,Female,34,0.0,1,0,0,0
France,Female,52,0.0,1,0,1,1
France,Male,24,126431.54,1,1,0,0
France,Female,41,123475.04,1,1,1,0
Germany,Female,45,97652.96,1,1,0,0
Spain,Male,42,0.0,2,0,1,0
Germany,Female,49,137455.99,1,1,0,1
France,Female,38,0.0,2,0,1,0
Germany,Female,33,99046.31,2,1,1,0
France,Male,33,0.0,2,1,1,0
Germany,Male,27,105907.42,2,1,1,0
Germany,Male,52,97720.35,2,1,0,1
France,Male,25,0.0,2,0,1,0
Spain,Male,43,97392.18,2,1,0,0
France,Male,29,0.0,2,1,1,0
Germany,Female,28,152812.58,1,1,0,0
France,Male,27,139301.68,1,1,0,0
France,Female,41,76319.64,1,1,1,1
Spain,Male,67,125919.35,1,1,0,1
France,Male,37,124348.38,2,0,1,0
France,Male,29,117199.8,1,1,1,0
Germany,Female,57,148384.64,1,0,0,1
Germany,Female,19,113905.48,1,1,1,0
Spain,Male,32,133476.09,1,0,1,0
France,Male,47,117879.32,1,1,1,0
France,Male,50,0.0,2,0,1,0
France,Male,34,122359.5,1,0,0,0
Spain,Female,28,0.0,2,1,1,1
Germany,Male,59,108585.35,1,1,1,1
France,Male,31,145875.74,1,1,0,0
Spain,Female,36,121542.57,2,1,1,0
Spain,Female,41,109508.68,1,0,0,0
Germany,Male,34,146407.11,1,1,1,0
France,Female,39,0.0,1,0,0,0
Germany,Male,35,112330.83,1,1,1,0
France,Female,35,90413.12,1,1,1,0
France,Male,34,105302.66,1,1,1,0
Spain,Female,35,0.0,2,1,1,0
France,Female,35,0.0,2,0,0,0
Germany,Female,35,121520.36,1,0,0,0
Spain,Female,43,103960.38,1,1,1,0
Germany,Male,39,102945.01,1,0,0,0
France,Female,24,92760.55,1,1,0,0
Spain,Male,37,0.0,2,1,1,0
Germany,Female,40,134590.21,1,1,1,0
France,Female,37,104255.03,1,1,0,0
Spain,Female,55,0.0,1,0,0,1
France,Male,41,0.0,2,1,0,0
France,Female,35,0.0,2,1,0,0
Germany,Male,50,121399.98,1,0,1,1
Germany,Male,35,147127.81,2,1,1,0
Spain,Male,31,125927.51,2,1,0,0
France,Female,25,0.0,2,0,1,0
Germany,Male,48,111599.32,1,0,1,0
France,Female,27,0.0,2,0,0,0
France,Male,38,0.0,2,1,0,0
France,Male,35,114212.6,1,1,1,0
Spain,Female,42,0.0,3 or more,1,1,1
Spain,Male,41,115251.64,1,0,0,0
France,Male,43,0.0,2,1,1,0
France,Female,68,107571.61,1,0,1,0
France,Female,32,0.0,2,1,0,0
Germany,Female,45,152367.21,3 or more,1,0,1
Germany,Male,39,130969.77,2,1,1,0
Germany,Female,25,97738.97,2,1,1,0
Spain,Male,34,0.0,2,1,1,0
Spain,Female,40,113794.22,1,1,0,0
Spain,Male,28,128396.33,2,1,0,0
Spain,Female,48,118207.69,2,0,0,1
Germany,Male,73,124730.26,1,1,1,0
France,Female,41,0.0,1,1,0,0
Spain,Male,52,136298.65,1,1,0,1
France,Female,38,0.0,2,0,0,0
France,Male,35,0.0,3 or more,1,1,0
France,Male,34,0.0,2,1,1,0
France,Female,47,125724.95,2,1,0,0
France,Male,67,0.0,2,0,1,0
France,Male,38,0.0,2,1,1,0
Spain,Female,64,0.0,1,1,0,1
France,Male,46,95872.86,1,1,0,1
France,Male,33,0.0,1,1,0,1
France,Male,37,0.0,1,0,1,1
France,Male,37,74260.03,1,1,0,0
Germany,Male,35,123407.69,1,1,0,1
Spain,Male,33,123783.91,2,1,1,0
France,Male,24,0.0,2,1,0,0
France,Male,36,153880.15,1,0,0,0
France,Female,31,0.0,2,1,1,0
Germany,Female,32,106301.85,2,0,1,0
Spain,Female,40,0.0,2,0,1,1
France,Female,43,0.0,2,1,0,0
Germany,Male,44,138076.47,1,1,0,1
France,Female,30,135422.31,1,0,1,0
Spain,Female,37,0.0,2,1,0,0
France,Female,38,126875.62,1,1,0,0
Spain,Female,28,96381.68,2,1,0,0
Germany,Female,41,119703.1,2,1,1,0
Germany,Male,41,152102.18,2,1,0,0
Germany,Female,36,127675.39,2,1,0,0
Germany,Female,44,133776.86,2,0,1,0
Spain,Female,33,72788.03,1,1,1,0
Spain,Male,26,76226.9,1,1,0,0
Germany,Male,48,163630.76,1,0,1,1
Spain,Female,30,0.0,2,0,0,0
France,Female,46,0.0,2,0,0,0
France,Male,36,155423.17,1,1,1,0
Germany,Male,55,98710.89,1,1,1,1
Spain,Female,49,0.0,1,1,0,1
Spain,Male,41,126683.8,1,0,1,0
France,Male,33,140700.61,1,1,0,0
Germany,Male,30,168078.83,1,1,0,1
Spain,Male,44,107726.93,2,1,0,0
France,Female,33,0.0,2,1,1,0
Spain,Female,63,0.0,2,1,1,0
Germany,Female,21,35741.69,1,1,0,0
Germany,Female,53,98268.84,1,0,1,1
France,Female,20,133800.98,1,0,1,0
France,Female,21,125682.79,1,0,0,0
France,Female,42,0.0,2,1,0,0
France,Male,26,130428.78,1,1,0,0
Spain,Male,37,0.0,2,1,1,0
Spain,Female,27,0.0,2,0,0,0
France,Male,44,0.0,2,1,0,0
Germany,Female,47,137138.2,2,0,1,0
France,Male,23,73112.95,1,1,1,0
France,Male,47,152347.01,1,0,1,0
Spain,Male,41,115144.68,1,1,0,0
France,Male,43,0.0,2,0,0,1
France,Male,39,137817.52,1,0,0,0
Spain,Male,45,157332.26,1,1,0,0
France,Male,37,0.0,2,1,0,0
Germany,Female,39,124586.93,1,1,0,1
Spain,Male,38,116980.78,2,0,1,0
Spain,Female,40,128398.38,1,1,0,0
Spain,Male,39,0.0,1,0,1,0
Germany,Female,33,137657.25,2,1,1,0
Spain,Male,53,167259.44,1,1,1,0
France,Female,45,0.0,2,1,0,0
France,Male,26,119009.57,1,1,0,0
Germany,Male,33,80002.33,1,1,1,0
France,Female,37,140211.88,1,1,1,0
France,Female,44,118742.74,2,1,0,0
Spain,Male,37,138207.08,1,1,0,1
France,Female,47,148636.21,1,0,1,1
France,Male,45,178827.79,1,1,0,0
France,Male,33,83134.3,1,1,0,0
France,Male,92,121513.31,1,0,1,0
Germany,Female,37,95900.04,1,1,1,0
France,Female,30,112543.42,1,1,1,0
Spain,Male,34,0.0,1,1,1,0
Spain,Female,31,141751.82,1,0,1,0
Spain,Female,37,124140.57,2,1,0,0
Germany,Male,45,116546.59,2,0,0,1
France,Female,28,0.0,1,1,0,0
Spain,Female,29,157576.47,2,1,1,0
Spain,Male,43,0.0,2,1,0,0
Germany,Female,44,141428.99,2,0,0,0
Spain,Male,35,127510.99,1,1,1,0
France,Female,29,0.0,2,0,1,0
France,Male,31,0.0,2,1,0,0
Spain,Male,51,81818.49,1,1,1,0
France,Male,36,100895.54,1,1,1,0
Germany,Male,45,63832.43,1,1,1,0
France,Male,29,0.0,2,0,0,0
France,Female,36,116085.06,1,1,0,0
France,Male,57,0.0,2,1,1,0
France,Male,30,0.0,2,0,1,0
Germany,Female,33,115761.51,1,0,1,1
Spain,Male,26,0.0,2,1,1,0
Germany,Male,32,139626.01,1,1,1,1
France,Female,31,0.0,1,0,1,1
France,Female,35,115576.44,1,0,1,0
France,Female,23,0.0,2,1,0,0
Germany,Female,41,77647.6,1,1,0,0
France,Female,40,0.0,2,1,0,0
Germany,Female,34,148962.46,1,1,0,1
France,Male,22,0.0,2,1,0,0
France,Male,37,0.0,2,1,1,0
Germany,Male,41,80542.81,1,0,0,1
France,Male,40,0.0,2,0,0,0
France,Female,34,0.0,2,0,0,0
France,Male,35,102050.47,1,1,1,0
Spain,Male,49,0.0,1,1,0,1
France,Female,24,114948.76,2,0,1,0
Germany,Male,39,136000.45,2,1,0,0
France,Male,32,156001.68,2,1,1,0
Germany,Male,41,147974.16,2,1,0,0
Spain,Male,44,0.0,2,1,0,0
Germany,Male,26,90402.77,1,1,1,0
France,Male,40,0.0,2,0,0,0
France,Male,31,0.0,2,0,1,0
France,Male,44,0.0,2,1,0,0
France,Female,31,162701.65,2,1,1,0
France,Male,34,0.0,2,1,0,0
France,Female,30,0.0,2,0,0,0
Germany,Female,35,82453.96,2,0,0,0
France,Male,35,100107.99,1,1,0,0
France,Male,28,0.0,2,1,1,0
Germany,Female,39,83348.89,3 or more,1,0,1
Germany,Female,44,96553.52,2,1,0,1
France,Male,50,201009.64,1,1,0,1
France,Female,27,125167.74,1,1,0,0
France,Male,32,0.0,1,1,1,0
France,Female,43,153313.67,1,0,0,0
France,Male,30,0.0,2,1,0,0
France,Female,40,125879.29,1,1,0,0
Germany,Female,37,170057.62,1,0,1,0
France,Male,32,0.0,2,1,1,0
Germany,Male,48,131326.47,1,0,0,1
Spain,Female,56,128472.8,1,1,0,1
France,Male,32,160485.16,1,1,0,0
Germany,Male,42,84445.68,3 or more,0,1,1
Germany,Female,40,115409.18,2,0,0,0
Spain,Male,46,62400.48,1,1,1,1
France,Female,50,143054.56,1,0,1,1
France,Male,24,133628.09,2,1,1,0
Spain,Female,41,107135.04,2,1,1,0
Spain,Male,26,0.0,2,0,0,0
France,Female,65,151659.52,2,0,1,0
Spain,Female,32,0.0,3 or more,0,1,0
Germany,Female,51,155903.82,2,1,1,0
Spain,Female,49,82940.25,2,0,0,1
Germany,Female,50,112650.89,1,0,0,1
France,Female,41,0.0,1,1,0,0
Germany,Male,35,95853.39,2,1,0,0
France,Female,42,82228.67,2,1,0,0
Spain,Female,31,0.0,2,0,1,0
Germany,Female,35,163700.78,3 or more,1,1,1
France,Male,34,106328.08,1,1,0,0
France,Female,34,152992.91,1,1,1,0
France,Male,38,116439.65,1,1,0,0
Spain,Male,27,101352.78,1,0,0,0
Spain,Female,37,0.0,2,1,0,0
Germany,Female,75,105609.17,1,0,1,0
France,Female,45,0.0,2,1,1,0
France,Male,67,0.0,3 or more,1,1,0
France,Female,47,103894.38,2,1,1,0
Spain,Male,27,139834.93,1,1,1,0
France,Female,36,112518.71,2,0,1,0
France,Female,37,115895.42,1,1,0,0
Spain,Female,39,146408.68,1,0,0,0
France,Male,34,165363.31,2,1,1,1
France,Female,45,0.0,2,1,0,1
Germany,Male,33,71843.15,1,1,0,0
Spain,Male,35,105492.53,1,1,1,0
France,Male,35,183027.25,1,1,1,0
Germany,Male,29,131968.57,2,1,1,0
France,Female,45,104118.5,1,0,1,0
Spain,Male,27,0.0,2,1,1,0
France,Male,20,125023.1,2,1,1,0
France,Female,30,74323.2,1,1,1,0
France,Male,38,109346.13,2,1,0,0
France,Male,32,0.0,2,1,0,0
Germany,Female,39,109698.41,1,1,1,1
Spain,Female,30,0.0,2,0,1,0
Germany,Female,34,127758.09,1,1,0,0
Germany,Male,50,102645.48,1,1,0,1
France,Male,31,93249.4,1,1,0,0
France,Male,35,0.0,2,1,0,0
Germany,Female,51,87779.83,1,0,1,1
Spain,Male,40,0.0,2,0,0,0
France,Male,38,138131.34,1,0,1,0
Germany,Male,38,70362.52,2,1,1,0
France,Female,32,0.0,2,1,0,0
Germany,Female,48,168286.58,1,1,0,1
